name,suspicion,confidence,author_questions,editor_roles,genders_tagged
Дарья Бельман,woman_tagged_HE,high,5,0,HE
Дарья Цыбенко,woman_tagged_HE,high,5,0,HE
Любовь Василец,woman_tagged_HE,high,5,0,HE
Ксения Петрученко,woman_tagged_HE,high,5,0,HE
Яна Сидоркович,woman_tagged_HE,high,5,0,HE
Надежда Шевченко,woman_tagged_HE,high,5,0,HE
Полина Кипкало,woman_tagged_HE,high,5,0,HE
Полина Гриб,woman_tagged_HE,high,4,1,HE
Татьяна Швец,woman_tagged_HE,high,4,1,HE
Богдана Романцова,woman_tagged_HE,medium,5,0,HE
Алла Болотова,woman_tagged_HE,medium,5,0,HE
Лолита Крылова,woman_tagged_HE,medium,5,0,HE
Алла Резанова,woman_tagged_HE,medium,5,0,HE
Валентина Крупинина,woman_tagged_HE,very high,4,0,HE
Ирина Шушкова,woman_tagged_HE,very high,4,0,HE
Ирина Казакова,woman_tagged_HE,very high,4,0,HE
Анастасия Фролова,woman_tagged_HE,very high,4,0,HE
Анастасия Федулина,woman_tagged_HE,very high,4,0,HE
Наталия Павлова,woman_tagged_HE,very high,4,0,HE
Татьяна Соломенникова,woman_tagged_HE,very high,4,0,HE
Кристина Шадрина,woman_tagged_HE,very high,4,0,HE
Лариса Куликова,woman_tagged_HE,very high,4,0,HE
Елизавета Хоботина,woman_tagged_HE,very high,4,0,HE
Анна Уставщикова,woman_tagged_HE,very high,4,0,HE
Елена Климова,woman_tagged_HE,very high,4,0,HE
Мария Самсонова,woman_tagged_HE,very high,4,0,HE
Надежда Болотина,woman_tagged_HE,very high,4,0,HE
Полина Трояновская,woman_tagged_HE,very high,4,0,HE
Вероника Полянская,woman_tagged_HE,very high,4,0,HE
Надя Славина,woman_tagged_HE,very high,4,0,HE
Ольга Матросова,woman_tagged_HE,very high,4,0,HE
Наталия Акопова,woman_tagged_HE,very high,4,0,HE
Елизавета Коновалова,woman_tagged_HE,very high,4,0,HE
Мария Смирнова,woman_tagged_HE,very high,4,0,HE
Марина Чекасская,woman_tagged_HE,very high,4,0,HE
Анна Константинова,woman_tagged_HE,very high,4,0,HE
Любовь Вахрушева,woman_tagged_HE,very high,4,0,HE
Екатерина Богачева,woman_tagged_HE,very high,4,0,HE
Ольга Кислицына,woman_tagged_HE,very high,4,0,HE
Светлана Чуракова,woman_tagged_HE,very high,4,0,HE
Анастасия Румянцева,woman_tagged_HE,very high,4,0,HE
Ольга Шипарёва,woman_tagged_HE,very high,4,0,HE
Полина Качанова,woman_tagged_HE,very high,4,0,HE
Анна Мурина,woman_tagged_HE,very high,4,0,HE
Ольга Демишева,woman_tagged_HE,very high,4,0,HE
Екатерина Двуреченская,woman_tagged_HE,very high,4,0,HE
Екатерина Селиванова,woman_tagged_HE,very high,4,0,HE
Татьяна Александрова,woman_tagged_HE,very high,4,0,HE
Юлия Мансурова,woman_tagged_HE,very high,4,0,HE
Любовь Назарова,woman_tagged_HE,very high,4,0,HE
Екатерина Лукина,woman_tagged_HE,very high,4,0,HE
Наталья Шиханова,woman_tagged_HE,very high,4,0,HE
Ирина Аксенова,woman_tagged_HE,very high,4,0,HE
Мария Кленницкая,woman_tagged_HE,very high,4,0,HE
Марина Крупкина,woman_tagged_HE,very high,4,0,HE
Алина Сафуанова,woman_tagged_HE,very high,4,0,HE
Екатерина Абрашина,woman_tagged_HE,very high,4,0,HE
Наталья Кожанова,woman_tagged_HE,very high,4,0,HE
Татьяна Ильина,woman_tagged_HE,very high,4,0,HE
Светлана Яковлева,woman_tagged_HE,very high,4,0,HE
Наталья Трегубова,woman_tagged_HE,very high,4,0,HE
Екатерина Мосякина,woman_tagged_HE,very high,4,0,HE
Елена Чухраёва,woman_tagged_HE,very high,4,0,HE
Лариса Окатьева,woman_tagged_HE,very high,4,0,HE
Анна Кутузова,woman_tagged_HE,very high,4,0,HE
Наталья Гневашева,woman_tagged_HE,very high,4,0,HE
Татьяна Дружинина,woman_tagged_HE,very high,4,0,HE
Наталья Елисеева,woman_tagged_HE,very high,4,0,HE
Марина Копылёва,woman_tagged_HE,very high,4,0,HE
Ольга Лагутина,woman_tagged_HE,very high,4,0,HE
Елена Солодкина,woman_tagged_HE,very high,4,0,HE
Светлана Зобнина,woman_tagged_HE,very high,4,0,HE
Татьяна Хазова,woman_tagged_HE,very high,4,0,HE
Вера Школьникова,woman_tagged_HE,very high,4,0,HE
Елена Горнакова,woman_tagged_HE,very high,4,0,HE
Нина Зиборова,woman_tagged_HE,very high,4,0,HE
Дина Сагадиева,woman_tagged_HE,very high,4,0,HE
Оксана Горбачева,woman_tagged_HE,very high,4,0,HE
Диана Газарова,woman_tagged_HE,very high,4,0,HE
Ирина Орлова,woman_tagged_HE,very high,4,0,HE
Юлия Матюшина,woman_tagged_HE,very high,4,0,HE
Татьяна Четверикова,woman_tagged_HE,very high,4,0,HE
Марина Ивонина,woman_tagged_HE,very high,4,0,HE
Наталья Макарова,woman_tagged_HE,very high,4,0,HE
Наталья Захарова,woman_tagged_HE,very high,4,0,HE
Ольга Лебедева,woman_tagged_HE,very high,4,0,HE
Ольга Кузьмина,woman_tagged_HE,very high,4,0,HE
Наталья Антонова,woman_tagged_HE,very high,4,0,HE
Ольга Белкова,woman_tagged_HE,very high,4,0,HE
Елена Гридчина,woman_tagged_HE,very high,4,0,HE
Наталья Колмогорова,woman_tagged_HE,very high,4,0,HE
Софья Александрова,woman_tagged_HE,very high,4,0,HE
Зоя Трусова,woman_tagged_HE,very high,4,0,HE
Мария Шатрова,woman_tagged_HE,very high,4,0,HE
Валерия Кудрявцева,woman_tagged_HE,very high,2,2,HE
Екатерина Щуплова,woman_tagged_HE,very high,4,0,HE
Ксения Драгунова,woman_tagged_HE,very high,4,0,HE
Светлана Бунакова,woman_tagged_HE,very high,4,0,HE
Эмилия Бахмисова,woman_tagged_HE,very high,4,0,HE
Евгения Массалова,woman_tagged_HE,very high,4,0,HE
Наталья Отрищенко,woman_tagged_HE,high,4,0,HE
Яна Самойлович,woman_tagged_HE,high,4,0,HE
Елена Борзенко,woman_tagged_HE,high,4,0,HE
Ольга Туренко,woman_tagged_HE,high,4,0,HE
Дарья Сокольчик,woman_tagged_HE,high,4,0,HE
Яна Баскин,woman_tagged_HE,high,4,0,HE
Мария Блинкина-Мельник,woman_tagged_HE,high,4,0,HE
Анна Штром,woman_tagged_HE,high,4,0,HE
Юлия Верхолаз,woman_tagged_HE,high,4,0,HE
Ольга Шацман,woman_tagged_HE,high,4,0,HE
Ольга Маргулис,woman_tagged_HE,high,4,0,HE
Марина Голод,woman_tagged_HE,high,4,0,HE
Галина Недвига,woman_tagged_HE,high,4,0,HE
Анна Бондаренко,woman_tagged_HE,high,4,0,HE
Лилия Усик,woman_tagged_HE,high,4,0,HE
Анна Каплун,woman_tagged_HE,high,4,0,HE
Олеся Терёшко,woman_tagged_HE,high,4,0,HE
Полина Шафран,woman_tagged_HE,high,4,0,HE
Наталья Коркишко,woman_tagged_HE,high,4,0,HE
Анна Атрощенко,woman_tagged_HE,high,4,0,HE
Инна Браневич,woman_tagged_HE,high,4,0,HE
Ирина Клочко,woman_tagged_HE,high,4,0,HE
Кристина Михальчишин,woman_tagged_HE,high,4,0,HE
Ксения Троян,woman_tagged_HE,high,4,0,HE
Елена Бакуменко,woman_tagged_HE,high,4,0,HE
Наталья Романенко,woman_tagged_HE,high,4,0,HE
Алена Шенгелия,woman_tagged_HE,high,4,0,HE
Наталья Айхингер,woman_tagged_HE,high,4,0,HE
Евгения Спектор,woman_tagged_HE,high,4,0,HE
Евгения Шаломеенко,woman_tagged_HE,high,4,0,HE
Ирина Рубайко,woman_tagged_HE,high,4,0,HE
Юлия Карасик,woman_tagged_HE,high,4,0,HE
Маргарита Экимян,woman_tagged_HE,high,4,0,HE
Диана Янук,woman_tagged_HE,high,3,1,HE
Наталья Гетьман,woman_tagged_HE,high,4,0,HE
Марина Финкельштейн,woman_tagged_HE,high,4,0,HE
Мария Мазур,woman_tagged_HE,high,4,0,HE
Анна Якушевич,woman_tagged_HE,high,4,0,HE
Марина Любчук,woman_tagged_HE,high,4,0,HE
Аделина Попова,woman_tagged_HE,medium,4,0,HE
Станислава Войцеховская,woman_tagged_HE,medium,4,0,HE
Кира Кондратьева,woman_tagged_HE,medium,4,0,HE
Александра Езерская,woman_tagged_HE,medium,4,0,HE
Алла Набатова,woman_tagged_HE,medium,4,0,HE
Станислава Андреева,woman_tagged_HE,medium,4,0,HE
Люба Мелихова,woman_tagged_HE,medium,4,0,HE
Марьяна Туганбаева,woman_tagged_HE,medium,4,0,HE
Алиса Колесова,woman_tagged_HE,medium,4,0,HE
Дарья Орлова,woman_tagged_HE,very high,3,0,HE
Анастасия Тарасова,woman_tagged_HE,very high,3,0,HE
Екатерина Васильева,woman_tagged_HE,very high,3,0,HE
Инна Биряева,woman_tagged_HE,very high,3,0,HE
Елена Ермакова,woman_tagged_HE,very high,3,0,HE
Виктория Бочкарёва,woman_tagged_HE,very high,3,0,HE
Татьяна Михеева,woman_tagged_HE,very high,3,0,HE
Ульяна Булавинцева,woman_tagged_HE,very high,3,0,HE
Светлана Хайцина,woman_tagged_HE,very high,3,0,HE
Татьяна Игнатова,woman_tagged_HE,very high,3,0,HE
Ника Холодова,woman_tagged_HE,very high,3,0,HE
Софья Никифорова,woman_tagged_HE,very high,3,0,HE
Марина Миронова,woman_tagged_HE,very high,3,0,HE
Елена Пальцева,woman_tagged_HE,very high,3,0,HE
Галина Кузьмина,woman_tagged_HE,very high,3,0,HE
Евгения Борунова,woman_tagged_HE,very high,3,0,HE
Елена Козлова,woman_tagged_HE,very high,3,0,HE
Дарья Кузнецова,woman_tagged_HE,very high,3,0,HE
Елена Пелегова,woman_tagged_HE,very high,3,0,HE
Мария Глухова,woman_tagged_HE,very high,3,0,HE
Юлия Гамзова,woman_tagged_HE,very high,3,0,HE
Екатерина Грибачёва,woman_tagged_HE,very high,3,0,HE
Ольга Иванова,woman_tagged_HE,very high,3,0,HE
Любовь Азимова,woman_tagged_HE,very high,3,0,HE
Валерия Мячина,woman_tagged_HE,very high,3,0,HE
Ольга Третьякова,woman_tagged_HE,very high,3,0,HE
Алена Кастальская,woman_tagged_HE,very high,3,0,HE
Ирина Бибина,woman_tagged_HE,very high,3,0,HE
Анна Тимофеева,woman_tagged_HE,very high,3,0,HE
Анна Арановская,woman_tagged_HE,very high,3,0,HE
Татьяна Конюхова,woman_tagged_HE,very high,3,0,HE
Анна Тархова,woman_tagged_HE,very high,3,0,HE
Инна Лисина,woman_tagged_HE,very high,3,0,HE
Ольга Дронова,woman_tagged_HE,very high,3,0,HE
Людмила Горохова,woman_tagged_HE,very high,3,0,HE
Анастасия Кривенкова,woman_tagged_HE,very high,3,0,HE
Марина Харитонова,woman_tagged_HE,very high,3,0,HE
Татьяна Федорова,woman_tagged_HE,very high,3,0,HE
Маргарита Фатина,woman_tagged_HE,very high,3,0,HE
Мария Ходунова,woman_tagged_HE,very high,3,0,HE
Анна Вахонина,woman_tagged_HE,very high,3,0,HE
Марина Садилова,woman_tagged_HE,very high,3,0,HE
Виктория Ильичёва,woman_tagged_HE,very high,3,0,HE
Екатерина Стародворская,woman_tagged_HE,very high,3,0,HE
Надежда Подвальная,woman_tagged_HE,very high,3,0,HE
Елизавета Дмитриева,woman_tagged_HE,very high,3,0,HE
Елена Наумшина,woman_tagged_HE,very high,3,0,HE
Ольга Бельшина,woman_tagged_HE,very high,3,0,HE
Анна Чирина,woman_tagged_HE,very high,3,0,HE
Елена Шмойлова,woman_tagged_HE,very high,3,0,HE
Юлия Суханова,woman_tagged_HE,very high,3,0,HE
Елена Конькова,woman_tagged_HE,very high,3,0,HE
Екатерина Куприянова,woman_tagged_HE,very high,3,0,HE
Валерия Якимова,woman_tagged_HE,very high,3,0,HE
Ксения Козлова,woman_tagged_HE,very high,3,0,HE
Светлана Новикова,woman_tagged_HE,very high,3,0,HE
Полина Прилукова,woman_tagged_HE,very high,3,0,HE
Екатерина Трофимова,woman_tagged_HE,very high,3,0,HE
Ксения Попова,woman_tagged_HE,very high,3,0,HE
Ксения Накладова,woman_tagged_HE,very high,3,0,HE
Марина Канарикова,woman_tagged_HE,very high,3,0,HE
Анна Дедкова,woman_tagged_HE,very high,3,0,HE
Анна Царёва,woman_tagged_HE,very high,3,0,HE
Наталья Балаева,woman_tagged_HE,very high,3,0,HE
Ксения Соколова,woman_tagged_HE,very high,3,0,HE
Марина Петрова,woman_tagged_HE,very high,3,0,HE
Галина Федулова,woman_tagged_HE,very high,3,0,HE
Анна Колоколова,woman_tagged_HE,very high,3,0,HE
Светлана Джансеркенова,woman_tagged_HE,very high,3,0,HE
Ольга Кочергина,woman_tagged_HE,very high,3,0,HE
Мария Чернова,woman_tagged_HE,very high,3,0,HE
Юлия Шестакова,woman_tagged_HE,very high,3,0,HE
Надежда Скипская,woman_tagged_HE,very high,3,0,HE
Анна Сергеева,woman_tagged_HE,very high,3,0,HE
Анна Климанская,woman_tagged_HE,very high,3,0,HE
Ирина Мачнева,woman_tagged_HE,very high,3,0,HE
Ксения Воробьёва,woman_tagged_HE,very high,3,0,HE
Алена Балюнова,woman_tagged_HE,very high,3,0,HE
Евгения Фирсова,woman_tagged_HE,very high,3,0,HE
Елена Ковалева,woman_tagged_HE,very high,3,0,HE
Диана Щетинина,woman_tagged_HE,very high,3,0,HE
Ольга Вергизова,woman_tagged_HE,very high,3,0,HE
Наталья Беренкова,woman_tagged_HE,very high,3,0,HE
Ксения Тупицына,woman_tagged_HE,very high,3,0,HE
Кристина Лукоянова,woman_tagged_HE,very high,3,0,HE
Ирина Прошина,woman_tagged_HE,very high,3,0,HE
Яна Шепетухина,woman_tagged_HE,very high,3,0,HE
Екатерина Любицкая,woman_tagged_HE,very high,3,0,HE
Юлия Буздалина,woman_tagged_HE,very high,3,0,HE
Елена Горшенина,woman_tagged_HE,very high,3,0,HE
Наталия Абрамова,woman_tagged_HE,very high,3,0,HE
Юлия Леонтьева,woman_tagged_HE,very high,3,0,HE
Екатерина Санина,woman_tagged_HE,very high,3,0,HE
Аня Каримова,woman_tagged_HE,very high,3,0,HE
Наталья Исаева,woman_tagged_HE,very high,3,0,HE
Елена Хрисанова,woman_tagged_HE,very high,3,0,HE
Мария Тихонова,woman_tagged_HE,very high,3,0,HE
Галина Речкина,woman_tagged_HE,very high,3,0,HE
Ольга Азарова,woman_tagged_HE,very high,3,0,HE
Алена Абрамова,woman_tagged_HE,very high,3,0,HE
Татьяна Веледницкая,woman_tagged_HE,very high,3,0,HE
Екатерина Пырина,woman_tagged_HE,very high,3,0,HE
Елена Сироткина,woman_tagged_HE,very high,3,0,HE
Елена Чепкасова,woman_tagged_HE,very high,3,0,HE
Ольга Ткачева,woman_tagged_HE,very high,3,0,HE
Екатерина Спирина,woman_tagged_HE,very high,3,0,HE
Алена Рымшина,woman_tagged_HE,very high,3,0,HE
Юлия Уманская,woman_tagged_HE,very high,3,0,HE
Людмила Аглиуллина,woman_tagged_HE,very high,3,0,HE
Анна Иванова,woman_tagged_HE,very high,3,0,HE
Екатерина Самойлова,woman_tagged_HE,very high,3,0,HE
Ольга Ратанова,woman_tagged_HE,very high,3,0,HE
Ольга Малахаева,woman_tagged_HE,very high,3,0,HE
Ольга Лапардина,woman_tagged_HE,very high,3,0,HE
Ольга Короткина,woman_tagged_HE,very high,3,0,HE
Ольга Ушакова,woman_tagged_HE,very high,3,0,HE
Анна Башенкова,woman_tagged_HE,very high,3,0,HE
Марина Гончарова,woman_tagged_HE,very high,3,0,HE
Татьяна Коновалова,woman_tagged_HE,very high,3,0,HE
Ирина Кулагина,woman_tagged_HE,very high,3,0,HE
Евгения Матвеева,woman_tagged_HE,very high,3,0,HE
Татьяна Антипова,woman_tagged_HE,very high,3,0,HE
Юлия Ильина,woman_tagged_HE,very high,3,0,HE
Светлана Смолоногова,woman_tagged_HE,very high,3,0,HE
Надежда Караваева,woman_tagged_HE,very high,3,0,HE
Мария Исупова,woman_tagged_HE,very high,2,1,HE
Мария Волкова,woman_tagged_HE,very high,3,0,HE
Евгения Листвина,woman_tagged_HE,very high,3,0,HE
Ольга Багина,woman_tagged_HE,very high,3,0,HE
Татьяна Калямина,woman_tagged_HE,very high,3,0,HE
Наталия Крупенина,woman_tagged_HE,very high,3,0,HE
Алёна Солнцева,woman_tagged_HE,very high,3,0,HE
Елена Вострикова,woman_tagged_HE,very high,3,0,HE
Лидия Чернякова,woman_tagged_HE,very high,3,0,HE
Светлана Стрельникова,woman_tagged_HE,very high,3,0,HE
Наталья Козлова,woman_tagged_HE,very high,3,0,HE
Вероника Рощина,woman_tagged_HE,very high,3,0,HE
Ольга Мальцева,woman_tagged_HE,very high,3,0,HE
Елизавета Суслова,woman_tagged_HE,very high,3,0,HE
Екатерина Целуковская,woman_tagged_HE,very high,3,0,HE
Людмила Тарасова,woman_tagged_HE,very high,3,0,HE
Мария Фарутина,woman_tagged_HE,very high,3,0,HE
Ольга Асташева,woman_tagged_HE,very high,3,0,HE
Дарья Никитенко,woman_tagged_HE,high,3,0,HE
Татьяна Шарапа,woman_tagged_HE,high,3,0,HE
Ольга Доленко,woman_tagged_HE,high,3,0,HE
Ирина Ватаманюк,woman_tagged_HE,high,3,0,HE
Юлия Бондаренко,woman_tagged_HE,high,3,0,HE
Мария Рябовол,woman_tagged_HE,high,3,0,HE
Ольга Беркович,woman_tagged_HE,high,3,0,HE
Татьяна Веремеенко,woman_tagged_HE,high,3,0,HE
Елена Веремеенко,woman_tagged_HE,high,3,0,HE
Екатерина Затирка,woman_tagged_HE,high,3,0,HE
Анастасия Абраменко,woman_tagged_HE,high,3,0,HE
Наталья Кулик,woman_tagged_HE,high,3,0,HE
Екатерина Куксёнок,woman_tagged_HE,high,3,0,HE
Елена Зусманович,woman_tagged_HE,high,3,0,HE
Мария Франц,woman_tagged_HE,high,3,0,HE
Мария Дещенко,woman_tagged_HE,high,3,0,HE
Алина Нестеренко,woman_tagged_HE,high,3,0,HE
Виктория Николенко,woman_tagged_HE,high,3,0,HE
Марина Рехтман,woman_tagged_HE,high,3,0,HE
Эмилия Хильц,woman_tagged_HE,high,3,0,HE
Ольга Таран,woman_tagged_HE,high,3,0,HE
Анастасия Дубелевич,woman_tagged_HE,high,3,0,HE
Дарья Степаньян,woman_tagged_HE,high,3,0,HE
Кристина Заляускайте,woman_tagged_HE,high,3,0,HE
Марина Башук,woman_tagged_HE,high,3,0,HE
Екатерина Хурри,woman_tagged_HE,high,3,0,HE
Карина Лютенко,woman_tagged_HE,high,3,0,HE
Анна Янгель,woman_tagged_HE,high,3,0,HE
Зоя Ерёменко,woman_tagged_HE,high,3,0,HE
Надежда Мелинти,woman_tagged_HE,high,3,0,HE
Надежда Контарь,woman_tagged_HE,high,3,0,HE
Ирина Тюшкевич,woman_tagged_HE,high,3,0,HE
Яна Янчик,woman_tagged_HE,high,3,0,HE
Анна Зарембо,woman_tagged_HE,high,3,0,HE
Евгения Фрид,woman_tagged_HE,high,3,0,HE
Марина Осадчук,woman_tagged_HE,high,3,0,HE
Ольга Матвиенко,woman_tagged_HE,high,3,0,HE
Мария Гузенко,woman_tagged_HE,high,3,0,HE
София Думлер,woman_tagged_HE,high,3,0,HE
Ирина Артюх,woman_tagged_HE,high,3,0,HE
Марина Крамаренко,woman_tagged_HE,high,3,0,HE
Екатерина Кулинкович,woman_tagged_HE,high,3,0,HE
Виктория Кухта,woman_tagged_HE,high,3,0,HE
Нина Бузагло,woman_tagged_HE,high,3,0,HE
Татьяна Бурлака,woman_tagged_HE,high,3,0,HE
Надежда Романий,woman_tagged_HE,high,3,0,HE
Евгения Гуз,woman_tagged_HE,high,3,0,HE
Мария Лапаревич,woman_tagged_HE,high,3,0,HE
Дина Альтерман,woman_tagged_HE,high,3,0,HE
Светлана Вайнбранд,woman_tagged_HE,high,3,0,HE
Марина Неймер,woman_tagged_HE,high,3,0,HE
Юлия Казмин,woman_tagged_HE,high,3,0,HE
Марина Наддак,woman_tagged_HE,high,3,0,HE
Ольга Шульга,woman_tagged_HE,high,3,0,HE
Виктория Шкуренко,woman_tagged_HE,high,3,0,HE
Марина Друзь,woman_tagged_HE,high,3,0,HE
Ольга Самусевич,woman_tagged_HE,high,3,0,HE
Екатерина Руденко,woman_tagged_HE,high,3,0,HE
Елена Мукомел,woman_tagged_HE,high,3,0,HE
Анна Блюмштейн,woman_tagged_HE,high,3,0,HE
Галина Лившиц,woman_tagged_HE,high,3,0,HE
Мария Пелячик,woman_tagged_HE,high,3,0,HE
Ольга Величко,woman_tagged_HE,high,3,0,HE
Елена Тейтельбаум,woman_tagged_HE,high,3,0,HE
Алина Пак,woman_tagged_HE,high,3,0,HE
Ирина Жданюк,woman_tagged_HE,high,3,0,HE
Ирина Климович,woman_tagged_HE,high,3,0,HE
Владлена Гритчина,woman_tagged_HE,medium,3,0,HE
Туяна Шаракшинова,woman_tagged_HE,medium,3,0,HE
Инга Замарина,woman_tagged_HE,medium,3,0,HE
Лия Танская,woman_tagged_HE,medium,3,0,HE
Даля Шабашова,woman_tagged_HE,medium,3,0,HE
Александра Егорова,woman_tagged_HE,medium,3,0,HE
Сарра Островская,woman_tagged_HE,medium,3,0,HE
Александра Голикова,woman_tagged_HE,medium,3,0,HE
Александра Панфёрова,woman_tagged_HE,medium,3,0,HE
Александра Дубичева,woman_tagged_HE,medium,3,0,HE
Гелена Козьмина,woman_tagged_HE,medium,3,0,HE
Изабелла Кулешова,woman_tagged_HE,medium,3,0,HE
Владлена Шкаева,woman_tagged_HE,medium,3,0,HE
Кира Миротина,woman_tagged_HE,medium,3,0,HE
Анжелика Ерёмина,woman_tagged_HE,medium,3,0,HE
Катерина Голубева,woman_tagged_HE,medium,3,0,HE
Анастасия Артамонова,woman_tagged_HE,very high,2,0,HE
Анастасия Карпова,woman_tagged_HE,very high,2,0,HE
Маргарита Кирюшина,woman_tagged_HE,very high,2,0,HE
Елена Макарова,woman_tagged_HE,very high,2,0,HE
Мария Агишева,woman_tagged_HE,very high,2,0,HE
Анна Воробьёва,woman_tagged_HE,very high,2,0,HE
Светлана Орнатская,woman_tagged_HE,very high,2,0,HE
Тамара Левандовская,woman_tagged_HE,very high,2,0,HE
Яна Сулятицкая,woman_tagged_HE,very high,2,0,HE
Юлия Литвинова,woman_tagged_HE,very high,2,0,HE
Мария Летюхина,woman_tagged_HE,very high,2,0,HE
Елена Леонтьева,woman_tagged_HE,very high,2,0,HE
Татьяна Стронгина,woman_tagged_HE,very high,2,0,HE
Галина Плахотная,woman_tagged_HE,very high,2,0,HE
Юлия Кожевникова,woman_tagged_HE,very high,2,0,HE
Мария Белякова,woman_tagged_HE,very high,2,0,HE
Мария Беляева,woman_tagged_HE,very high,2,0,HE
Марина Соловьёва,woman_tagged_HE,very high,2,0,HE
Анна Козлова,woman_tagged_HE,very high,2,0,HE
Анастасия Мухина,woman_tagged_HE,very high,2,0,HE
Елена Кибанова,woman_tagged_HE,very high,2,0,HE
Антонина Позднякова,woman_tagged_HE,very high,2,0,HE
Виктория Полякова,woman_tagged_HE,very high,2,0,HE
Ирина Табункова,woman_tagged_HE,very high,2,0,HE
Наталья Вольфовская,woman_tagged_HE,very high,2,0,HE
Анастасия Никулина,woman_tagged_HE,very high,2,0,HE
Наталья Лощинина,woman_tagged_HE,very high,2,0,HE
Татьяна Полтавская,woman_tagged_HE,very high,2,0,HE
Наталья Хромова,woman_tagged_HE,very high,2,0,HE
Светлана Анташова,woman_tagged_HE,very high,2,0,HE
Екатерина Соловьёва,woman_tagged_HE,very high,2,0,HE
Елена Наумова,woman_tagged_HE,very high,2,0,HE
Ольга Бутыгина,woman_tagged_HE,very high,2,0,HE
Ирина Шишкова,woman_tagged_HE,very high,2,0,HE
Полина Новосёлова,woman_tagged_HE,very high,2,0,HE
Татьяна Щербинина,woman_tagged_HE,very high,2,0,HE
Надежда Селиванова,woman_tagged_HE,very high,2,0,HE
Регина Шемаева,woman_tagged_HE,very high,2,0,HE
Юлия Азимова,woman_tagged_HE,very high,2,0,HE
Анастасия Суханова,woman_tagged_HE,very high,2,0,HE
Марина Калпашникова,woman_tagged_HE,very high,2,0,HE
Елена Лаушкина,woman_tagged_HE,very high,2,0,HE
Инна Сурина,woman_tagged_HE,very high,2,0,HE
Татьяна Хоршунова,woman_tagged_HE,very high,2,0,HE
Анна Чистилина,woman_tagged_HE,very high,2,0,HE
Екатерина Лапковская,woman_tagged_HE,very high,2,0,HE
Эмилия Халилова,woman_tagged_HE,very high,2,0,HE
Анна Бахарева,woman_tagged_HE,very high,2,0,HE
Юлия Сычёва,woman_tagged_HE,very high,2,0,HE
Мария Колесникова,woman_tagged_HE,very high,2,0,HE
Альбина Манюрова,woman_tagged_HE,very high,2,0,HE
Юлия Васильева,woman_tagged_HE,very high,2,0,HE
Анна Сазонова,woman_tagged_HE,very high,2,0,HE
Анастасия Поройкова,woman_tagged_HE,very high,2,0,HE
Анна Плюснина,woman_tagged_HE,very high,2,0,HE
Елена Гонина,woman_tagged_HE,very high,2,0,HE
Екатерина Троицкая,woman_tagged_HE,very high,2,0,HE
Ольга Касарина,woman_tagged_HE,very high,2,0,HE
Алёна Суворова,woman_tagged_HE,very high,2,0,HE
Алина Ялдина,woman_tagged_HE,very high,2,0,HE
Ольга Звягинцева,woman_tagged_HE,very high,2,0,HE
Алина Малиновская,woman_tagged_HE,very high,2,0,HE
Анна Савинова,woman_tagged_HE,very high,2,0,HE
Анна Семёнова,woman_tagged_HE,very high,2,0,HE
Ольга Давыдова,woman_tagged_HE,very high,2,0,HE
Марина Петровская,woman_tagged_HE,very high,2,0,HE
Анастасия Медведева,woman_tagged_HE,very high,2,0,HE
Анастасия Кукорина,woman_tagged_HE,very high,2,0,HE
Ирина Ельмеева,woman_tagged_HE,very high,2,0,HE
Татьяна Чечекина,woman_tagged_HE,very high,2,0,HE
Татьяна Шупова,woman_tagged_HE,very high,2,0,HE
Елена Белякова,woman_tagged_HE,very high,2,0,HE
Анастасия Шахназарова,woman_tagged_HE,very high,2,0,HE
Наталья Касарина,woman_tagged_HE,very high,2,0,HE
Алёна Медведева,woman_tagged_HE,very high,2,0,HE
Дарья Эзерина,woman_tagged_HE,very high,2,0,HE
Юлия Яковлева,woman_tagged_HE,very high,2,0,HE
Татьяна Моисеева,woman_tagged_HE,very high,2,0,HE
Яна Царёва,woman_tagged_HE,very high,2,0,HE
Ирина Костицына,woman_tagged_HE,very high,2,0,HE
Дарья Смирнова,woman_tagged_HE,very high,2,0,HE
Юлия Савиковская,woman_tagged_HE,very high,2,0,HE
Елена Скородумова,woman_tagged_HE,very high,2,0,HE
Татьяна Павлухина,woman_tagged_HE,very high,2,0,HE
Юлия Гордеева,woman_tagged_HE,very high,2,0,HE
Ольга Морозова,woman_tagged_HE,very high,2,0,HE
Мария Баландина,woman_tagged_HE,very high,2,0,HE
Анастасия Кузнецова,woman_tagged_HE,very high,2,0,HE
Алина Серёгина,woman_tagged_HE,very high,2,0,HE
Евгения Шестова,woman_tagged_HE,very high,2,0,HE
Екатерина Щеникова,woman_tagged_HE,very high,2,0,HE
Мария Бойнова,woman_tagged_HE,very high,2,0,HE
Светлана Козловская,woman_tagged_HE,very high,2,0,HE
Наталья Беляева,woman_tagged_HE,very high,2,0,HE
Анастасия Воронцова,woman_tagged_HE,very high,2,0,HE
Ольга Новокрещенова,woman_tagged_HE,very high,2,0,HE
Мария Трошкова,woman_tagged_HE,very high,2,0,HE
Виктория Кононова,woman_tagged_HE,very high,2,0,HE
Ульяна Белькова,woman_tagged_HE,very high,2,0,HE
Татьяна Воронцова,woman_tagged_HE,very high,2,0,HE
Анастасия Коровицына,woman_tagged_HE,very high,2,0,HE
Анна Дмитрова,woman_tagged_HE,very high,2,0,HE
